slot,max_bid,max_bid_relay,mev_reward,mev_reward_relay,proposer_index,is_rocketpool,node_address,in_smoothing_pool,correct_fee_recipient,priority_fees,avg_fee,eth_collat_ratio,is_vanilla,reth_portion,proxy_max_bid
6052125,,,,,525943.0,True,0x6BBbA538C14D36eE92dd3941Afe52736c5cFb842,False,True,0.008438491813274088,0.15,2.0,True,0.425,0.05863200058495516
6053836,,,,,272803.0,True,0x3072bAf800A789F33Aae39D6e726a4A37615ceb3,True,True,0.021299455893909393,0.1330240298769952,2.0,True,0.43348798506150243,0.031972617504362366
6057979,,,,,527254.0,True,0x6BBbA538C14D36eE92dd3941Afe52736c5cFb842,False,True,0.036234520279766376,0.15,2.0,True,0.425,0.06329373555269625
6059650,,,,,527222.0,True,0x6BBbA538C14D36eE92dd3941Afe52736c5cFb842,False,True,0.01697273789663554,0.15,2.0,True,0.425,0.061394648837031066
6059667,,,,,431206.0,True,0x1bc354C79a3Ec66866C349bb2F64F4DF153e9428,False,True,0.024000321096966763,0.15,2.0,True,0.425,0.5580171033618988
6060267,,,,,544614.0,True,0x6BBbA538C14D36eE92dd3941Afe52736c5cFb842,False,True,0.007127342266730947,0.15,2.0,True,0.425,0.049986770404056226
6061364,,,,,545640.0,True,0xB81E87018Ec50d17116310c87b36622807581fa6,False,True,0.016116780490371446,0.15,2.0,True,0.425,0.04786737861611743
6062300,,,,,271870.0,True,0x324F20a5e7DC9E3Ae7B08acd179Bc6eEAFB8d44D,True,True,0.018115522258344296,0.1966302750572361,2.0,True,0.40168486247138196,0.11021876455846757
6063092,,,,,525904.0,True,0xB81E87018Ec50d17116310c87b36622807581fa6,False,True,0.031825209047241634,0.15,2.0,True,0.425,0.048392011801965285
6063356,,,,,527221.0,True,0x6BBbA538C14D36eE92dd3941Afe52736c5cFb842,False,True,0.01943738776408082,0.15,2.0,True,0.425,0.2870219138851864
6063757,,,,,545641.0,True,0xB81E87018Ec50d17116310c87b36622807581fa6,False,True,0.019857371889824366,0.15,2.0,True,0.425,0.06368701220297034
6068416,,,,,544621.0,True,0x6BBbA538C14D36eE92dd3941Afe52736c5cFb842,False,True,0.017930044503838075,0.15,2.0,True,0.425,0.040012965419672294
6071800,,,,,332107.0,True,0xed40002F46D76224e44E314a19b2e053e55c4E17,True,True,0.009801952913905964,0.2,2.0,True,0.4,0.06337819084138217
6071830,,,,,525926.0,True,0xB81E87018Ec50d17116310c87b36622807581fa6,False,True,0.01444169776066769,0.15,2.0,True,0.425,0.0393824486759978
6075812,,,,,266966.0,True,0x5D55f5453619d9DF806f9a9Cb2986A919B4882D1,True,True,0.015961601168874504,0.10935090917099481,2.0,True,0.4453245454145026,0.02459662906226881
6085827,,,,,527221.0,True,0x6BBbA538C14D36eE92dd3941Afe52736c5cFb842,False,True,0.018495549135027448,0.15,2.0,True,0.425,0.09446777654967307
6086161,,,,,436172.0,True,0xF3a88FAE6Ffe731015FB53fB2fa193c9177f87E3,False,True,0.01656794487568723,0.15,2.0,True,0.425,0.09699653393942712
6086994,,,,,390587.0,True,0x0cBEe0Cddc774F0549e5e8e36aC29639E9691B2E,True,True,0.038261613222621435,0.15,2.0,True,0.425,0.10140477759602047
6087937,,,,,518588.0,True,0x6BBbA538C14D36eE92dd3941Afe52736c5cFb842,False,True,0.015494722025891665,0.15,2.0,True,0.425,0.06032049930747394
6088063,,,,,268348.0,True,0x7E37d1400118126960a9739B7Fa9F1B3663c9e6e,True,True,0.015444061649498552,0.1991298471504721,2.0,True,0.40043507642476395,0.045195929958571766
6096079,,,,,412827.0,True,0x75224e800636c3D397bADb4D7c544e09aDDd8E0A,False,True,0.013076624562713223,0.1375,2.0,True,0.43125,0.02628990184461669
6097645,,,,,547889.0,True,0x6BBbA538C14D36eE92dd3941Afe52736c5cFb842,False,True,0.013799520290836337,0.15,2.0,True,0.425,0.03740735658372807
